#,日期-时间 (China Standard Time),Ch:2 - 温度   (°C),Ch:3 - 相对湿度   (%),Ch:4 - 光   (lux),露点   (°C),传感器已通电,传感器未通电,连接的主机,文件结尾
1186,07/14/2023 15:44:41,27.428,58.08,27.94,18.48,,,,
1187,07/14/2023 15:44:46,27.428,58.04,27.94,18.46,,,,
1188,07/14/2023 15:44:51,27.429,58.04,27.94,18.47,,,,
1189,07/14/2023 15:44:56,27.431,58.06,27.94,18.47,,,,
1190,07/14/2023 15:45:01,27.431,58.13,27.94,18.49,,,,
1191,07/14/2023 15:45:06,27.434,58.19,27.94,18.51,,,,
1192,07/14/2023 15:45:11,27.434,58.27,27.94,18.53,,,,
1193,07/14/2023 15:45:16,27.429,58.47,27.94,18.58,,,,
1194,07/14/2023 15:45:21,27.423,58.75,27.94,18.66,,,,
1195,07/14/2023 15:45:26,27.419,58.92,27.94,18.7,,,,
1196,07/14/2023 15:45:31,27.417,59.08,27.94,18.74,,,,
1197,07/14/2023 15:45:36,27.414,59.23,27.94,18.78,,,,
1198,07/14/2023 15:45:41,27.411,59.27,27.94,18.78,,,,
1199,07/14/2023 15:45:46,27.408,59.35,27.94,18.8,,,,
1200,07/14/2023 15:45:51,27.408,59.38,27.94,18.81,,,,
1201,07/14/2023 15:45:56,27.408,59.41,27.94,18.82,,,,
1202,07/14/2023 15:46:01,27.406,59.48,27.94,18.84,,,,
1203,07/14/2023 15:46:06,27.406,59.5,23.39,18.84,,,,
1204,07/14/2023 15:46:11,27.408,59.44,23.12,18.83,,,,
1205,07/14/2023 15:46:16,27.406,59.39,24.19,18.81,,,,
1206,07/14/2023 15:46:21,27.403,59.32,24.46,18.79,,,,
1207,07/14/2023 15:46:26,27.403,59.34,24.19,18.8,,,,
1208,07/14/2023 15:46:31,27.405,59.43,24.46,18.82,,,,
1209,07/14/2023 15:46:36,27.406,59.52,24.46,18.85,,,,
1210,07/14/2023 15:46:41,27.408,59.66,24.46,18.89,,,,
1211,07/14/2023 15:46:46,27.409,59.94,24.46,18.96,,,,
1212,07/14/2023 15:46:51,27.411,60,24.46,18.98,,,,
1213,07/14/2023 15:46:56,27.409,60.19,24.46,19.03,,,,
1214,07/14/2023 15:47:01,27.411,60.27,24.46,19.05,,,,
1215,07/14/2023 15:47:06,27.414,60.42,24.46,19.1,,,,
1216,07/14/2023 15:47:11,27.414,60.51,24.46,19.12,,,,
1217,07/14/2023 15:47:16,27.414,60.37,24.46,19.08,,,,
1218,07/14/2023 15:47:21,27.413,60.42,24.46,19.1,,,,
1219,07/14/2023 15:47:26,27.411,60.57,24.46,19.13,,,,
1220,07/14/2023 15:47:31,27.408,60.68,24.46,19.16,,,,
1221,07/14/2023 15:47:36,27.406,60.88,24.46,19.21,,,,
1222,07/14/2023 15:47:41,27.405,61.04,24.46,19.25,,,,
1223,07/14/2023 15:47:46,27.405,61.1,24.46,19.27,,,,
1224,07/14/2023 15:47:51,27.402,61.2,24.46,19.29,,,,
1225,07/14/2023 15:47:56,27.402,61.26,24.46,19.31,,,,
1226,07/14/2023 15:48:01,27.403,61.31,24.46,19.32,,,,
1227,07/14/2023 15:48:06,27.403,61.36,24.46,19.34,,,,
1228,07/14/2023 15:48:11,27.403,61.36,24.46,19.34,,,,
1229,07/14/2023 15:48:16,27.405,61.37,24.46,19.34,,,,
1230,07/14/2023 15:48:21,27.406,61.49,24.46,19.37,,,,
1231,07/14/2023 15:48:26,27.406,61.63,24.46,19.41,,,,
1232,07/14/2023 15:48:31,27.405,61.68,24.46,19.42,,,,
1233,07/14/2023 15:48:36,27.403,61.68,23.39,19.42,,,,
1234,07/14/2023 15:48:41,27.4,61.8,24.19,19.45,,,,
1235,07/14/2023 15:48:46,27.397,61.98,24.19,19.49,,,,
1236,07/14/2023 15:48:51,27.396,61.78,22.55,19.44,,,,
1237,07/14/2023 15:48:56,27.389,61.39,22.01,19.33,,,,
1238,07/14/2023 15:49:01,27.373,61.22,22.85,19.27,,,,
1239,07/14/2023 15:49:06,27.37,61.42,22.85,19.32,,,,
1240,07/14/2023 15:49:11,27.374,61.49,22.82,19.34,,,,
1241,07/14/2023 15:49:16,27.38,61.8,22.85,19.43,,,,
1242,07/14/2023 15:49:21,27.386,61.85,22.85,19.45,,,,
1243,07/14/2023 15:49:26,27.391,61.77,56.94,19.43,,,,
1244,07/14/2023 15:49:31,27.394,61.64,65.58,19.4,,,,
1245,07/14/2023 15:49:36,27.397,61.72,63.98,19.42,,,,
1246,07/14/2023 15:49:41,27.402,61.68,66.66,19.42,,,,
1247,07/14/2023 15:49:46,27.405,61.66,61.3,19.41,,,,
1248,07/14/2023 15:49:51,27.408,61.78,86,19.45,,,,
1249,07/14/2023 15:49:56,27.406,61.28,86,19.32,,,,
1250,07/14/2023 15:50:01,27.405,60.91,66.66,19.22,,,,
1251,07/14/2023 15:50:06,27.406,60.89,86,19.21,,,,
1252,07/14/2023 15:50:11,27.408,61.12,86,19.27,,,,
1253,07/14/2023 15:50:16,27.409,61.19,86,19.3,,,,
1254,07/14/2023 15:50:21,27.413,61.22,86,19.31,,,,
1255,07/14/2023 15:50:26,27.414,61.24,86,19.31,,,,
1256,07/14/2023 15:50:31,27.414,61.22,86.52,19.31,,,,
1257,07/14/2023 15:50:36,27.417,61.09,86.52,19.28,,,,
1258,07/14/2023 15:50:41,27.419,61.11,86,19.28,,,,
1259,07/14/2023 15:50:46,27.42,61.23,86,19.32,,,,
1260,07/14/2023 15:50:51,27.422,61.21,86,19.31,,,,
1261,07/14/2023 15:50:56,27.425,61.06,86,19.27,,,,
1262,07/14/2023 15:51:01,27.428,61.03,86,19.27,,,,
1263,07/14/2023 15:51:06,27.431,61.07,86,19.28,,,,
1264,07/14/2023 15:51:11,27.434,61.06,86,19.28,,,,
1265,07/14/2023 15:51:16,27.434,60.96,86,19.26,,,,
1266,07/14/2023 15:51:21,27.429,61.02,86,19.27,,,,
1267,07/14/2023 15:51:26,27.425,61.16,85.44,19.3,,,,
1268,07/14/2023 15:51:31,27.423,61.21,85.44,19.31,,,,
1269,07/14/2023 15:51:36,27.422,61.2,85.44,19.31,,,,
1270,07/14/2023 15:51:41,27.417,61.23,85.44,19.31,,,,
1271,07/14/2023 15:51:46,27.411,61.28,85.44,19.32,,,,
1272,07/14/2023 15:51:51,27.411,61.25,85.44,19.31,,,,
1273,07/14/2023 15:51:56,27.411,61.22,85.44,19.31,,,,
1274,07/14/2023 15:52:01,27.413,61.17,85.44,19.29,,,,
1275,07/14/2023 15:52:06,27.411,61.19,86.52,19.3,,,,
1276,07/14/2023 15:52:11,27.413,61.16,85.44,19.29,,,,
1277,07/14/2023 15:52:16,27.414,61.12,85.44,19.28,,,,
1278,07/14/2023 15:52:21,27.409,61.1,85.44,19.27,,,,
1279,07/14/2023 15:52:26,27.406,61.13,85.44,19.28,,,,
1280,07/14/2023 15:52:31,27.405,61.11,85.44,19.27,,,,
1281,07/14/2023 15:52:36,27.405,61.08,85.44,19.26,,,,
1282,07/14/2023 15:52:41,27.402,61.09,85.44,19.26,,,,
1283,07/14/2023 15:52:46,27.397,61.06,85.44,19.25,,,,
1284,07/14/2023 15:52:51,27.394,61.02,85.44,19.23,,,,
1285,07/14/2023 15:52:56,27.396,61.01,85.44,19.24,,,,
1286,07/14/2023 15:53:01,27.399,60.96,85.44,19.22,,,,
1287,07/14/2023 15:53:06,27.403,60.92,85.44,19.22,,,,
1288,07/14/2023 15:53:11,27.408,60.93,85.44,19.23,,,,
1289,07/14/2023 15:53:16,27.411,60.84,85.44,19.2,,,,
1290,07/14/2023 15:53:21,27.408,60.82,85.44,19.2,,,,
1291,07/14/2023 15:53:26,27.406,60.8,74.14,19.19,,,,
1292,07/14/2023 15:53:31,27.408,60.69,73.62,19.16,,,,
1293,07/14/2023 15:53:36,27.413,60.64,70.94,19.15,,,,
1294,07/14/2023 15:53:41,27.417,60.68,68.8,19.17,,,,
1295,07/14/2023 15:53:46,27.417,60.68,68.26,19.17,,,,
1296,07/14/2023 15:53:51,27.42,60.57,69.32,19.14,,,,
1297,07/14/2023 15:53:56,27.423,60.51,79.04,19.13,,,,
1298,07/14/2023 15:54:01,27.426,60.44,74.68,19.11,,,,
1299,07/14/2023 15:54:06,27.429,60.67,74.14,19.18,,,,
1300,07/14/2023 15:54:11,27.434,60.92,76.9,19.25,,,,
1301,07/14/2023 15:54:16,27.437,60.77,70.94,19.21,,,,
1302,07/14/2023 15:54:21,27.44,60.74,79.04,19.21,,,,
1303,07/14/2023 15:54:26,27.445,60.72,78.5,19.2,,,,
1304,07/14/2023 15:54:31,27.448,60.71,79.56,19.21,,,,
1305,07/14/2023 15:54:36,27.451,61.04,79.56,19.29,,,,
1306,07/14/2023 15:54:41,27.456,61.08,78.5,19.31,,,,
1307,07/14/2023 15:54:46,27.46,61,78.5,19.29,,,,
1308,07/14/2023 15:54:51,27.465,61.23,79.04,19.36,,,,
1309,07/14/2023 15:54:56,27.468,61.24,78.5,19.36,,,,
1310,07/14/2023 15:55:01,27.473,61.2,79.56,19.36,,,,
1311,07/14/2023 15:55:06,27.477,61.25,78.5,19.38,,,,
1312,07/14/2023 15:55:11,27.48,61.21,78.5,19.37,,,,
1313,07/14/2023 15:55:16,27.485,61.11,78.5,19.35,,,,
1314,07/14/2023 15:55:21,27.489,61.07,79.04,19.34,,,,
1315,07/14/2023 15:55:26,27.493,60.99,78.5,19.32,,,,
1316,07/14/2023 15:55:31,27.497,60.95,79.56,19.31,,,,
1317,07/14/2023 15:55:36,27.5,60.98,79.04,19.33,,,,
1318,07/14/2023 15:55:41,27.503,61.03,78.5,19.34,,,,
1319,07/14/2023 15:55:46,27.508,61.1,79.56,19.36,,,,
1320,07/14/2023 15:55:51,27.513,61.17,79.56,19.39,,,,
1321,07/14/2023 15:55:56,27.517,61.18,79.56,19.39,,,,
1322,07/14/2023 15:56:01,27.52,61.16,79.56,19.39,,,,
1323,07/14/2023 15:56:06,27.523,61.15,78.5,19.39,,,,
1324,07/14/2023 15:56:11,27.526,61.17,78.5,19.4,,,,
1325,07/14/2023 15:56:16,27.529,61.28,79.56,19.43,,,,
1326,07/14/2023 15:56:21,27.534,61.42,78.5,19.47,,,,
1327,07/14/2023 15:56:26,27.537,61.42,79.56,19.48,,,,
1328,07/14/2023 15:56:31,27.542,61.6,78.5,19.53,,,,
1329,07/14/2023 15:56:36,27.546,61.57,79.04,19.52,,,,
1330,07/14/2023 15:56:41,27.551,61.41,80.1,19.48,,,,
1331,07/14/2023 15:56:46,27.554,61.25,80.1,19.45,,,,
1332,07/14/2023 15:56:51,27.557,61.29,76.36,19.46,,,,
1333,07/14/2023 15:56:56,27.563,61.36,76.28,19.48,,,,
1334,07/14/2023 15:57:01,27.568,61.36,79.04,19.49,,,,
1335,07/14/2023 15:57:06,27.571,61.35,81.7,19.49,,,,
1336,07/14/2023 15:57:11,27.576,61.21,81.18,19.46,,,,
1337,07/14/2023 15:57:16,27.579,61.27,80.1,19.48,,,,
1338,07/14/2023 15:57:21,27.582,61.38,80.1,19.51,,,,
1339,07/14/2023 15:57:26,27.586,61.5,81.7,19.54,,,,
1340,07/14/2023 15:57:31,27.589,61.68,79.04,19.59,,,,
1341,07/14/2023 15:57:36,27.593,62.18,80.64,19.73,,,,
1342,07/14/2023 15:57:41,27.596,62,79.04,19.68,,,,
1343,07/14/2023 15:57:46,27.599,61.68,79.56,19.6,,,,
1344,07/14/2023 15:57:51,27.603,61.62,81.18,19.59,,,,
1345,07/14/2023 15:57:56,27.608,61.83,80.64,19.65,,,,
1346,07/14/2023 15:58:01,27.611,61.54,79.56,19.58,,,,
1347,07/14/2023 15:58:06,27.614,61.74,80.64,19.63,,,,
1348,07/14/2023 15:58:11,27.619,61.59,80.1,19.6,,,,
1349,07/14/2023 15:58:16,27.622,61.43,80.1,19.56,,,,
1350,07/14/2023 15:58:21,27.625,61.34,80.1,19.54,,,,
1351,07/14/2023 15:58:26,27.63,61.22,80.1,19.51,,,,
1352,07/14/2023 15:58:31,27.633,61.13,79.56,19.49,,,,
1353,07/14/2023 15:58:36,27.637,61,80.1,19.46,,,,
1354,07/14/2023 15:58:41,27.64,60.95,79.04,19.45,,,,
1355,07/14/2023 15:58:46,27.645,61.01,80.64,19.47,,,,
1356,07/14/2023 15:58:51,27.648,61,80.64,19.47,,,,
1357,07/14/2023 15:58:56,27.65,60.99,80.1,19.47,,,,
1358,07/14/2023 15:59:01,27.653,60.95,80.1,19.46,,,,
1359,07/14/2023 15:59:06,27.656,60.87,80.1,19.44,,,,
1360,07/14/2023 15:59:11,27.659,60.87,80.1,19.44,,,,
1361,07/14/2023 15:59:16,27.662,60.77,80.1,19.42,,,,
1362,07/14/2023 15:59:21,27.665,60.64,80.64,19.39,,,,
1363,07/14/2023 15:59:26,27.67,60.43,79.04,19.34,,,,
1364,07/14/2023 15:59:31,27.674,60.33,79.56,19.32,,,,
1365,07/14/2023 15:59:36,27.679,60.3,79.56,19.31,,,,
1366,07/14/2023 15:59:41,27.682,60.2,79.04,19.29,,,,
1367,07/14/2023 15:59:46,27.685,60.01,79.56,19.24,,,,
1368,07/14/2023 15:59:51,27.687,60.01,79.04,19.24,,,,
1369,07/14/2023 15:59:56,27.69,59.87,80.1,19.21,,,,
1370,07/14/2023 16:00:01,27.693,59.75,80.1,19.18,,,,
1371,07/14/2023 16:00:06,27.696,59.77,79.04,19.19,,,,
1372,07/14/2023 16:00:11,27.7,59.75,80.64,19.19,,,,
1373,07/14/2023 16:00:16,27.703,59.71,80.64,19.18,,,,
1374,07/14/2023 16:00:21,27.705,59.55,79.56,19.14,,,,
1375,07/14/2023 16:00:26,27.708,59.28,79.56,19.07,,,,
1376,07/14/2023 16:00:31,27.71,58.98,81.7,18.99,,,,
1377,07/14/2023 16:00:36,27.711,58.85,80.1,18.95,,,,
1378,07/14/2023 16:00:41,27.713,58.8,81.18,18.94,,,,
1379,07/14/2023 16:00:46,27.717,58.86,80.1,18.96,,,,
1380,07/14/2023 16:00:51,27.719,58.85,80.1,18.96,,,,
1381,07/14/2023 16:00:56,27.72,58.8,80.64,18.95,,,,
1382,07/14/2023 16:01:01,27.722,58.51,80.1,18.87,,,,
1383,07/14/2023 16:01:06,27.727,58.6,81.18,18.9,,,,
1384,07/14/2023 16:01:11,27.728,58.18,80.64,18.78,,,,
1385,07/14/2023 16:01:16,27.731,57.93,80.1,18.72,,,,
1386,07/14/2023 16:01:21,27.733,57.8,80.64,18.68,,,,
1387,07/14/2023 16:01:26,27.734,57.67,80.1,18.65,,,,
1388,07/14/2023 16:01:31,27.736,57.68,79.56,18.65,,,,
1389,07/14/2023 16:01:36,27.737,57.58,80.64,18.63,,,,
1390,07/14/2023 16:01:41,27.739,57.36,79.56,18.57,,,,
1391,07/14/2023 16:01:46,27.74,57.12,80.64,18.5,,,,
1392,07/14/2023 16:01:51,27.742,56.93,80.1,18.45,,,,
1393,07/14/2023 16:01:56,27.744,56.81,79.56,18.42,,,,
1394,07/14/2023 16:02:01,27.745,56.65,80.64,18.37,,,,
1395,07/14/2023 16:02:06,27.747,56.38,80.64,18.3,,,,
1396,07/14/2023 16:02:11,27.748,56.32,79.56,18.28,,,,
1397,07/14/2023 16:02:16,27.75,56.26,79.56,18.27,,,,
1398,07/14/2023 16:02:21,27.751,56.4,81.18,18.31,,,,
1399,07/14/2023 16:02:26,27.753,56.19,81.7,18.25,,,,
1400,07/14/2023 16:02:31,27.753,56.04,80.1,18.21,,,,
1401,07/14/2023 16:02:36,27.754,55.96,79.56,18.19,,,,
1402,07/14/2023 16:02:41,27.756,55.89,81.18,18.17,,,,
1403,07/14/2023 16:02:46,27.757,56.05,81.7,18.22,,,,
1404,07/14/2023 16:02:51,27.757,56,80.64,18.2,,,,
1405,07/14/2023 16:02:56,27.759,55.95,80.64,18.19,,,,
1406,07/14/2023 16:03:01,27.759,56.09,77.96,18.23,,,,
1407,07/14/2023 16:03:06,27.759,56.22,77.96,18.26,,,,
1408,07/14/2023 16:03:11,27.76,56.31,80.64,18.29,,,,
1409,07/14/2023 16:03:16,27.762,56.62,80.64,18.38,,,,
1410,07/14/2023 16:03:21,27.762,56.62,82.76,18.38,,,,
1411,07/14/2023 16:03:26,27.76,56.67,84.36,18.39,,,,
1412,07/14/2023 16:03:31,27.762,56.93,81.18,18.47,,,,
1413,07/14/2023 16:03:36,27.762,57.12,80.1,18.52,,,,
1414,07/14/2023 16:03:41,27.764,57.54,80.1,18.64,,,,
1415,07/14/2023 16:03:46,27.764,57.41,80.1,18.6,,,,
1416,07/14/2023 16:03:51,27.765,57.72,82.24,18.69,,,,
1417,07/14/2023 16:03:56,27.767,57.84,80.1,18.73,,,,
1418,07/14/2023 16:04:01,27.768,57.86,81.18,18.73,,,,
1419,07/14/2023 16:04:06,27.771,57.98,81.7,18.77,,,,
1420,07/14/2023 16:04:11,27.773,58.08,81.18,18.8,,,,
1421,07/14/2023 16:04:16,27.773,58.12,82.76,18.81,,,,
1422,07/14/2023 16:04:21,27.774,58.24,82.24,18.84,,,,
1423,07/14/2023 16:04:26,27.776,58.23,81.7,18.84,,,,
1424,07/14/2023 16:04:31,27.776,58.38,81.18,18.88,,,,
1425,07/14/2023 16:04:36,27.777,58.5,81.7,18.92,,,,
1426,07/14/2023 16:04:41,27.779,58.55,81.18,18.93,,,,
1427,07/14/2023 16:04:46,27.781,58.71,82.24,18.98,,,,
1428,07/14/2023 16:04:51,27.782,58.8,81.18,19,,,,
1429,07/14/2023 16:04:56,27.784,58.79,82.76,19,,,,
1430,07/14/2023 16:05:01,27.785,59.01,80.1,19.06,,,,
1431,07/14/2023 16:05:06,27.787,59.14,80.1,19.1,,,,
1432,07/14/2023 16:05:11,27.788,59.27,79.56,19.14,,,,
1433,07/14/2023 16:05:16,27.79,59.58,80.64,19.22,,,,
1434,07/14/2023 16:05:21,27.791,59.54,79.56,19.21,,,,
1435,07/14/2023 16:05:26,27.793,59.57,79.56,19.22,,,,
1436,07/14/2023 16:05:31,27.793,59.59,80.64,19.23,,,,
1437,07/14/2023 16:05:36,27.794,59.63,79.56,19.24,,,,
1438,07/14/2023 16:05:41,27.796,59.77,80.64,19.28,,,,
1439,07/14/2023 16:05:46,27.796,59.9,80.64,19.32,,,,
1440,07/14/2023 16:05:51,27.798,59.8,80.1,19.29,,,,
1441,07/14/2023 16:05:56,27.799,59.71,80.64,19.27,,,,
1442,07/14/2023 16:06:01,27.801,59.86,80.64,19.31,,,,
1443,07/14/2023 16:06:06,27.801,59.92,82.24,19.33,,,,
1444,07/14/2023 16:06:11,27.802,59.95,82.24,19.33,,,,
1445,07/14/2023 16:06:16,27.804,60.1,81.18,19.38,,,,
1446,07/14/2023 16:06:21,27.805,60.22,82.24,19.41,,,,
1447,07/14/2023 16:06:26,27.807,60.39,82.24,19.46,,,,
1448,07/14/2023 16:06:31,27.807,60.44,81.18,19.47,,,,
1449,07/14/2023 16:06:36,27.808,60.64,82.24,19.53,,,,
1450,07/14/2023 16:06:41,27.811,60.66,80.1,19.53,,,,
1451,07/14/2023 16:06:46,27.813,60.78,79.56,19.57,,,,
1452,07/14/2023 16:06:51,27.814,60.76,80.1,19.56,,,,
1453,07/14/2023 16:06:56,27.814,60.61,80.1,19.52,,,,
1454,07/14/2023 16:07:01,27.816,60.6,80.1,19.52,,,,
1455,07/14/2023 16:07:06,27.818,60.64,80.1,19.53,,,,
1456,07/14/2023 16:07:11,27.821,60.73,81.18,19.56,,,,
1457,07/14/2023 16:07:16,27.822,60.67,80.1,19.55,,,,
1458,07/14/2023 16:07:21,27.822,60.66,80.1,19.54,,,,
1459,07/14/2023 16:07:26,27.824,60.74,80.1,19.57,,,,
1460,07/14/2023 16:07:31,27.825,60.69,80.64,19.55,,,,
1461,07/14/2023 16:07:36,27.827,60.54,80.64,19.52,,,,
1462,07/14/2023 16:07:41,27.828,60.68,79.04,19.55,,,,
1463,07/14/2023 16:07:46,27.83,60.72,79.04,19.57,,,,
1464,07/14/2023 16:07:51,27.831,60.57,81.7,19.53,,,,
1465,07/14/2023 16:07:56,27.833,60.5,81.18,19.51,,,,
1466,07/14/2023 16:08:01,27.835,60.46,81.18,19.5,,,,
1467,07/14/2023 16:08:06,27.836,60.34,81.18,19.47,,,,
1468,07/14/2023 16:08:11,27.838,60.35,81.18,19.48,,,,
1469,07/14/2023 16:08:16,27.838,60.3,81.7,19.46,,,,
1470,07/14/2023 16:08:21,27.838,60.26,79.56,19.45,,,,
1471,07/14/2023 16:08:26,27.838,60.17,80.64,19.43,,,,
1472,07/14/2023 16:08:31,27.839,60.24,80.64,19.45,,,,
1473,07/14/2023 16:08:36,27.841,60.19,79.56,19.43,,,,
1474,07/14/2023 16:08:41,27.842,60.05,80.64,19.4,,,,
1475,07/14/2023 16:08:46,27.842,60.04,80.64,19.4,,,,
1476,07/14/2023 16:08:51,27.844,59.94,79.56,19.37,,,,
1477,07/14/2023 16:08:56,27.845,59.99,80.64,19.39,,,,
1478,07/14/2023 16:09:01,27.847,59.96,80.1,19.38,,,,
1479,07/14/2023 16:09:06,27.848,59.95,80.1,19.38,,,,
1480,07/14/2023 16:09:11,27.85,59.86,80.1,19.36,,,,
1481,07/14/2023 16:09:16,27.851,59.73,81.18,19.32,,,,
1482,07/14/2023 16:09:21,27.851,59.71,80.64,19.32,,,,
1483,07/14/2023 16:09:26,27.853,59.68,81.18,19.31,,,,
1484,07/14/2023 16:09:31,27.855,59.79,80.64,19.34,,,,
1485,07/14/2023 16:09:36,27.856,59.87,81.7,19.36,,,,
1486,07/14/2023 16:09:41,27.858,59.74,79.56,19.33,,,,
1487,07/14/2023 16:09:46,27.858,59.72,80.1,19.33,,,,
1488,07/14/2023 16:09:51,27.861,59.87,80.64,19.37,,,,
1489,07/14/2023 16:09:56,27.862,59.72,80.1,19.33,,,,
1490,07/14/2023 16:10:01,27.864,59.57,79.56,19.29,,,,
1491,07/14/2023 16:10:06,27.865,59.42,89.72,19.25,,,,
1492,07/14/2023 16:10:11,27.867,59.42,93.56,19.25,,,,
1493,07/14/2023 16:10:16,27.868,59.41,93.56,19.25,,,,
1494,07/14/2023 16:10:21,27.87,59.34,93.56,19.23,,,,
1495,07/14/2023 16:10:26,27.872,59.25,96.24,19.21,,,,
1496,07/14/2023 16:10:31,27.875,59.25,95.16,19.21,,,,
1497,07/14/2023 16:10:36,27.876,59.27,95.68,19.22,,,,
1498,07/14/2023 16:10:41,27.878,59.45,95.68,19.27,,,,
1499,07/14/2023 16:10:46,27.879,59.38,95.16,19.25,,,,
1500,07/14/2023 16:10:51,27.881,59.32,95.16,19.24,,,,
1501,07/14/2023 16:10:56,27.884,59.22,95.16,19.21,,,,
1502,07/14/2023 16:11:01,27.887,59.14,95.16,19.2,,,,
1503,07/14/2023 16:11:06,27.889,59.13,95.16,19.19,,,,
1504,07/14/2023 16:11:11,27.892,58.98,95.16,19.16,,,,
1505,07/14/2023 16:11:16,27.893,58.98,95.16,19.16,,,,
1506,07/14/2023 16:11:21,27.896,58.86,94.6,19.13,,,,
1507,07/14/2023 16:11:26,27.898,58.8,95.68,19.11,,,,
1508,07/14/2023 16:11:31,27.899,58.65,95.68,19.07,,,,
1509,07/14/2023 16:11:36,27.902,58.61,95.68,19.06,,,,
1510,07/14/2023 16:11:41,27.904,58.48,95.16,19.03,,,,
1511,07/14/2023 16:11:46,27.905,58.43,95.16,19.02,,,,
1512,07/14/2023 16:11:51,27.909,58.42,95.16,19.02,,,,
1513,07/14/2023 16:11:56,27.912,58.33,95.68,19,,,,
1514,07/14/2023 16:12:01,27.913,58.45,95.68,19.03,,,,
1515,07/14/2023 16:12:06,27.915,58.27,95.16,18.98,,,,
1516,07/14/2023 16:12:11,27.916,58.13,95.16,18.95,,,,
1517,07/14/2023 16:12:16,27.916,58.1,95.16,18.94,,,,
1518,07/14/2023 16:12:21,27.918,58.11,95.16,18.94,,,,
1519,07/14/2023 16:12:26,27.919,58.11,95.16,18.94,,,,
1520,07/14/2023 16:12:31,27.922,58.12,94.6,18.95,,,,
1521,07/14/2023 16:12:36,27.926,58.13,94.6,18.96,,,,
1522,07/14/2023 16:12:41,27.927,58.15,94.6,18.96,,,,
1523,07/14/2023 16:12:46,27.929,58.07,94.6,18.94,,,,
1524,07/14/2023 16:12:51,27.93,57.89,95.16,18.89,,,,
1525,07/14/2023 16:12:56,27.932,57.77,96.76,18.86,,,,
1526,07/14/2023 16:13:01,27.933,57.64,96.76,18.83,,,,
1527,07/14/2023 16:13:06,27.935,57.78,94.6,18.87,,,,
1528,07/14/2023 16:13:11,27.936,57.79,94.6,18.87,,,,
1529,07/14/2023 16:13:16,27.936,57.7,95.68,18.85,,,,
1530,07/14/2023 16:13:21,27.938,57.74,95.68,18.86,,,,
1531,07/14/2023 16:13:26,27.939,57.85,95.68,18.89,,,,
1532,07/14/2023 16:13:31,27.939,57.83,95.68,18.88,,,,
1533,07/14/2023 16:13:36,27.941,57.82,95.68,18.88,,,,
1534,07/14/2023 16:13:41,27.943,57.67,95.68,18.84,,,,
1535,07/14/2023 16:13:46,27.944,57.68,94.6,18.85,,,,
1536,07/14/2023 16:13:51,27.947,57.59,95.16,18.82,,,,
1537,07/14/2023 16:13:56,27.949,57.47,95.68,18.79,,,,
1538,07/14/2023 16:14:01,27.95,57.4,95.16,18.78,,,,
1539,07/14/2023 16:14:06,27.952,57.38,94.6,18.77,,,,
1540,07/14/2023 16:14:11,27.953,57.33,95.16,18.76,,,,
1541,07/14/2023 16:14:16,27.955,57.28,96.24,18.75,,,,
1542,07/14/2023 16:14:21,27.956,57.34,95.68,18.76,,,,
1543,07/14/2023 16:14:26,27.958,57.29,95.68,18.75,,,,
1544,07/14/2023 16:14:31,27.958,57.28,95.68,18.75,,,,
1545,07/14/2023 16:14:36,27.96,57.12,97.84,18.7,,,,
1546,07/14/2023 16:14:41,27.963,57.14,97.84,18.71,,,,
1547,07/14/2023 16:14:46,27.964,57.1,96.24,18.7,,,,
1548,07/14/2023 16:14:51,27.966,56.98,96.24,18.67,,,,
1549,07/14/2023 16:14:56,27.967,57.11,95.68,18.71,,,,
1550,07/14/2023 16:15:01,27.97,57.21,96.24,18.74,,,,
1551,07/14/2023 16:15:06,27.972,57.21,93.56,18.74,,,,
1552,07/14/2023 16:15:11,27.973,57.07,97.84,18.7,,,,
1553,07/14/2023 16:15:16,27.977,57,96.76,18.69,,,,
1554,07/14/2023 16:15:21,27.978,56.89,97.84,18.66,,,,
1555,07/14/2023 16:15:26,27.978,56.8,96.76,18.63,,,,
1556,07/14/2023 16:15:31,27.98,56.7,96.76,18.6,,,,
1557,07/14/2023 16:15:36,27.981,56.62,95.16,18.58,,,,
1558,07/14/2023 16:15:41,27.983,56.8,94.6,18.64,,,,
1559,07/14/2023 16:15:46,27.984,56.84,95.68,18.65,,,,
1560,07/14/2023 16:15:51,27.986,56.84,95.68,18.65,,,,
1561,07/14/2023 16:15:56,27.987,56.84,97.84,18.65,,,,
1562,07/14/2023 16:16:01,27.99,56.81,98.92,18.65,,,,
1563,07/14/2023 16:16:06,27.992,56.8,98.92,18.64,,,,
1564,07/14/2023 16:16:11,27.995,56.82,97.84,18.65,,,,
1565,07/14/2023 16:16:16,27.997,56.71,97.84,18.62,,,,
1566,07/14/2023 16:16:21,27.998,56.75,98.92,18.64,,,,
1567,07/14/2023 16:16:26,28,56.93,97.84,18.69,,,,
1568,07/14/2023 16:16:31,28.001,56.89,97.84,18.68,,,,
1569,07/14/2023 16:16:36,28.003,56.94,97.84,18.69,,,,
1570,07/14/2023 16:16:41,28.006,56.92,97.84,18.69,,,,
1571,07/14/2023 16:16:46,28.007,56.91,98.92,18.69,,,,
1572,07/14/2023 16:16:51,28.009,56.78,97.84,18.66,,,,
